Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Location
Seneca Avenue East Historic District,Queens,09/30/1983,90NR01605,-73.9013,40.6993010492,"(40.69930104920, -73.90130000000)"
Steinway House,Queens,09/08/1983,90NR01587,-73.897,40.7787417634,"(40.77874176340, -73.89700000000)"
Willoughby-Suydam Historic District,Kings,09/30/1983,90NR01608,-73.9203,40.7058755812,"(40.70587558120, -73.92030000000)"
Woodbine-Palmetto-Gates Historic District,Queens,09/30/1983,90NR01609,-73.9041,40.7067135567,"(40.70671355670, -73.90410000000)"
McFarlane-Bredt House,Richmond,09/08/1983,90NR01031,-74.0637,40.6144810313,"(40.61448103130, -74.06370000000)"
Office Building and U.S. Light-House Depot Complex,Richmond,09/15/1983,90NR01032,-74.0745,40.6413242569,"(40.64132425690, -74.07450000000)"
Scott-Edwards House,Richmond,02/11/1983,90NR01016,-74.1234,40.6288232792,"(40.62882327920, -74.12340000000)"
Ross-Hand Mansion,Rockland,09/08/1983,90NR02419,-73.9229,41.0866212129,"(41.08662121290, -73.92290000000)"
Tappan Zee Playhouse,Rockland,07/21/1983,90NR02413,-73.9189,41.0901222773,"(41.09012227730, -73.91890000000)"
Verbeck House,Saratoga,04/07/1983,90NR02610,-73.8492,43.0000741432,"(43.00007414320, -73.84920000000)"
Franklin School,Schenectady,06/30/1983,90NR02662,-73.9224,42.8228304559,"(42.82283045590, -73.92240000000)"
Arlington Hotel,Sullivan,03/31/1983,90NR01051,-75.0608,41.608516724,"(41.60851672400, -75.06080000000)"
"Chase, William Merritt, Homestead",Suffolk,06/19/1983,90NR01889,-72.4715,40.887563287,"(40.88756328700, -72.47150000000)"
Vail-Leavitt Music Hall,Suffolk,08/25/1983,90NR01875,-72.6623,40.9165808728,"(40.91658087280, -72.66230000000)"
"Decker, William, House",Ulster,09/26/1983,90NR01085,-74.2629,41.6466825988,"(41.64668259880, -74.26290000000)"
Miller's House at Red Mills,Ulster,09/26/1983,90NR01089,-74.2744,41.6285805632,"(41.62858056320, -74.27440000000)"
Pearl Street Schoolhouse,Ulster,09/26/1983,90NR01090,-74.2767,41.6557618647,"(41.65576186470, -74.27670000000)"
"Yelverton, Anthony, House",Ulster,09/22/1983,90NR01068,-73.9511,41.7170559502,"(41.71705595020, -73.95110000000)"
Old Fort House,Washington,09/15/1983,90NR02757,-73.5806,43.261272498,"(43.26127249800, -73.58060000000)"
Elmsford Reformed Church and Cemetery,Westchester,09/15/1983,90NR02550,-73.8204,41.0540158446,"(41.05401584460, -73.82040000000)"
First Baptist Church and Rectory,Westchester,07/21/1983,90NR02523,-73.8586,41.0746072828,"(41.07460728280, -73.85860000000)"
Putnam and Mellor Engine and Hose Company Firehouse,Westchester,09/15/1983,90NR02493,-73.6648,40.9997118317,"(40.99971183170, -73.66480000000)"
Smith Tavern,Westchester,09/15/1983,90NR02452,-73.6939,41.126515182,"(41.12651518200, -73.69390000000)"
High Pumping Station,Bronx,11/10/1983,90NR00068,-73.8868,40.8783116978,"(40.87831169780, -73.88680000000)"
"Brodhead, Thomas, House",Columbia,10/07/1983,90NR00223,-73.8221,42.0905351086,"(42.09053510860, -73.82210000000)"
Clarkson Chapel,Columbia,10/07/1983,90NR00224,-73.8962,42.0938294248,"(42.09382942480, -73.89620000000)"
Clermont Academy,Columbia,10/07/1983,90NR00225,-73.8257,42.086777844,"(42.08677784400, -73.82570000000)"
Old Parsonage,Columbia,10/07/1983,90NR00228,-73.8182,42.0923323483,"(42.09233234830, -73.81820000000)"
St. Luke's Church,Columbia,10/07/1983,90NR00229,-73.8252,42.0873019681,"(42.08730196810, -73.82520000000)"
Public School 7,Kings,11/03/1983,90NR01329,-73.9854,40.7017706922,"(40.70177069220, -73.98540000000)"
Rockwood Chocolate Factory Historic District,Kings,10/06/1983,90NR01322,-73.9681,40.6966943746,"(40.69669437460, -73.96810000000)"
Apollo Theater,New York,11/17/1983,90NR00914,-73.9494,40.8099790866,"(40.80997908660, -73.94940000000)"
Lever House,New York,10/02/1983,90NR00861,-73.9729,40.7596016188,"(40.75960161880, -73.97290000000)"
"Van Wyck, Cornelius, House",Queens,10/06/1983,90NR01610,-73.7528,40.77324253,"(40.77324253000, -73.75280000000)"
Homestead,Rockland,11/10/1983,90NR02411,-73.9662,41.1935057119,"(41.19350571190, -73.96620000000)"
Water Mill,Suffolk,10/13/1983,90NR01890,-72.3566,40.9091099156,"(40.90910991560, -72.35660000000)"
Stockholm-DeKalb-Hart Historic District,Queens,09/30/1983,92NR00293,-73.914,40.7090350607,"(40.70903506070, -73.91400000000)"
Gardiner-Tyler House,Richmond,11/23/1984,90NR01044,-74.1129,40.6235175514,"(40.62351755140, -74.11290000000)"
Union Chapel,Suffolk,11/23/1984,90NR01879,-72.3585,41.0839919456,"(41.08399194560, -72.35850000000)"
Public School 17,Bronx,09/27/1984,90NR00062,-73.7844,40.8472670795,"(40.84726707950, -73.78440000000)"
Bain Commercial Building,Dutchess,09/29/1984,90NR00443,-73.9206,41.6013032986,"(41.60130329860, -73.92060000000)"
Duchess Company Superintendent's House,Dutchess,09/29/1984,90NR00444,-73.9258,41.5943271227,"(41.59432712270, -73.92580000000)"
Willsboro Congregational Church,Essex,05/31/1984,90NR00474,-73.3928,44.363403779,"(44.36340377900, -73.39280000000)"
"Flatbush Avenue, Buildings at 375-379 and 185-187 Sterling Place",Kings,09/07/1984,90NR01300,-73.9717,40.6765391324,"(40.67653913240, -73.97170000000)"
Weir Greenhouse,Kings,05/10/1984,90NR01278,-73.9961,40.6591271998,"(40.65912719980, -73.99610000000)"
Granada Towers,Nassau,05/31/1984,90NR01715,-73.6608,40.5881552643,"(40.58815526430, -73.66080000000)"
AMBROSE (lightship),New York,09/07/1984,90NR00823,-74.0025,40.7053286024,"(40.70532860240, -74.00250000000)"
College of the City of New York,New York,09/07/1984,90NR00824,-73.9491,40.8208847283,"(40.82088472830, -73.94910000000)"
Film Center Building,New York,09/07/1984,90NR00825,-73.9912,40.7599263626,"(40.75992636260, -73.99120000000)"
JOHN A. LYNCH (ferryboat),New York,09/07/1984,90NR00826,-74.0019,40.7051828397,"(40.70518283970, -74.00190000000)"
LETTIE G. HOWARD (Schooner),New York,09/07/1984,90NR00827,-74.0025,40.7057660909,"(40.70576609090, -74.00250000000)"
Level Club,New York,04/09/1984,90NR00652,-73.983,40.780300062,"(40.78030006200, -73.98300000000)"
Mecca Temple,New York,09/07/1984,90NR00828,-73.9794,40.763940674,"(40.76394067400, -73.97940000000)"
St. Cecilia's Church and Convent,New York,02/02/1984,90NR00617,-73.9472,40.792333702,"(40.79233370200, -73.94720000000)"
Church of St. Vincent Ferrer and Priory,New York,06/14/1984,90NR00756,-73.9647,40.7660880916,"(40.76608809160, -73.96470000000)"
Sofia Warehouse,New York,09/27/1984,90NR00858,-73.9833,40.7705625013,"(40.77056250130, -73.98330000000)"
Webster Hotel,New York,09/07/1984,90NR00831,-73.9813,40.7559429632,"(40.75594296320, -73.98130000000)"
Lent Homestead and Cemetery,Queens,02/02/1984,90NR01565,-73.8922,40.773293893,"(40.77329389300, -73.89220000000)"
Poillon-Sequine-Britton House,Richmond,02/02/1984,90NR01015,-74.1397,40.5457053603,"(40.54570536030, -74.13970000000)"
Commander,Rockland,09/27/1984,90NR02399,-73.9751,41.2312379426,"(41.23123794260, -73.97510000000)"
"Barney, H.S., Building",Schenectady,07/19/1984,90NR02663,-73.9454,42.8152085484,"(42.81520854840, -73.94540000000)"
Parker 13-Sided Barn,Schoharie,09/29/1984,90NR02676,-74.6047,42.4812861232,"(42.48128612320, -74.60470000000)"
Hallock Homestead,Suffolk,06/07/1984,90NR01876,-72.5862,40.9841474665,"(40.98414746650, -72.58620000000)"
Glen Wild Methodist Church,Sullivan,05/10/1984,90NR01048,-74.5879,41.6662511608,"(41.66625116080, -74.58790000000)"
Kirk House,Sullivan,05/10/1984,90NR01052,-75.0567,41.6077981995,"(41.60779819950, -75.05670000000)"
Jenkins House,Schenectady,10/11/1984,90NR02669,-74.1885,42.7462497089,"(42.74624970890, -74.18850000000)"
Abrahams Farmhouse,Schenectady,10/11/1984,90NR02616,-74.1899,42.8084638487,"(42.80846384870, -74.18990000000)"
Chadwick Farmhouse,Schenectady,10/11/1984,90NR02619,-74.1708,42.7383552197,"(42.73835521970, -74.17080000000)"
Duanesburg-Florida Baptist Church,Schenectady,10/11/1984,90NR02621,-74.2157,42.8089136681,"(42.80891366810, -74.21570000000)"
Eaton Corners Historic District,Schenectady,10/11/1984,90NR02622,-74.2467,42.8055443504,"(42.80554435040, -74.24670000000)"
Gilbert Farmhouse,Schenectady,10/11/1984,90NR02624,-74.2426,42.741367167,"(42.74136716700, -74.24260000000)"
Hoornbeek Store Complex,Ulster,02/09/1984,90NR01092,-74.3738,41.7412614569,"(41.74126145690, -74.37380000000)"
Loerzel Beer Hall,Ulster,09/07/1984,90NR01110,-73.9508,42.0749779641,"(42.07497796410, -73.95080000000)"
Wynkoop House,Ulster,09/07/1984,90NR01080,-73.9743,42.0879793643,"(42.08797936430, -73.97430000000)"
"Burnham, Thomas, House",Warren,09/29/1984,90NR02701,-73.6431,43.3182250887,"(43.31822508870, -73.64310000000)"
"Cowles, W.T., House",Warren,09/29/1984,90NR02703,-73.6443,43.3176585699,"(43.31765856990, -73.64430000000)"
Cunningham House,Warren,09/29/1984,90NR02704,-73.6332,43.3105934772,"(43.31059347720, -73.63320000000)"
Mariaville Historic District,Schenectady,10/11/1984,90NR02637,-74.136,42.8285611287,"(42.82856112870, -74.13600000000)"
Reformed Presbyterian Church Parsonage,Schenectady,10/11/1984,90NR02639,-74.1567,42.771211792,"(42.77121179200, -74.15670000000)"
Fredella Avenue Historic District,Warren,09/29/1984,90NR02710,-73.6393,43.3093050755,"(43.30930507550, -73.63930000000)"
"Fredella, Joseph J., House and Garage",Warren,09/29/1984,90NR02711,-73.643,43.3067484785,"(43.30674847850, -73.64300000000)"
Glens Falls High School,Warren,09/29/1984,90NR02712,-73.651,43.3139568148,"(43.31395681480, -73.65100000000)"
Hoopes House,Warren,09/29/1984,90NR02715,-73.6351,43.3102977145,"(43.31029771450, -73.63510000000)"
Hyde House,Warren,09/29/1984,90NR02716,-73.6341,43.3105136948,"(43.31051369480, -73.63410000000)"
"Peabody, Royal C., Estate",Warren,06/21/1984,90NR02690,-73.6941,43.4510709703,"(43.45107097030, -73.69410000000)"
Peyser and Morrison Shirt Company Building,Warren,09/29/1984,90NR02724,-73.6298,43.31007692,"(43.31007692000, -73.62980000000)"
"Potter, Ephraim B., House",Warren,09/29/1984,90NR02725,-73.6514,43.3115970416,"(43.31159704160, -73.65140000000)"
Smith Flats,Warren,09/29/1984,90NR02728,-73.6466,43.3128404711,"(43.31284047110, -73.64660000000)"
"Stilwell, Thomas, House",Warren,09/29/1984,90NR02731,-73.6409,43.3117912962,"(43.31179129620, -73.64090000000)"
"Wilmarth, Martin L. C., House",Warren,09/29/1984,90NR02735,-73.6568,43.3180783449,"(43.31807834490, -73.65680000000)"
"Wing, Helen, House",Warren,09/29/1984,90NR02736,-73.6377,43.3105904066,"(43.31059040660, -73.63770000000)"
Capitol Theater,Westchester,06/07/1984,90NR02494,-73.665,41.0017859293,"(41.00178592930, -73.66500000000)"
Sherwood House,Westchester,05/10/1984,90NR02471,-73.8549,40.9521231327,"(40.95212313270, -73.85490000000)"
Lace House (Uriah Edwards House),Columbia,02/21/1985,90NR00212,-73.4287,42.3769309633,"(42.37693096330, -73.42870000000)"
"Scott, R. and W., Ice Company Powerhouse and Ice House Site",Columbia,02/21/1985,90NR00243,-73.7885,42.3575321944,"(42.35753219440, -73.78850000000)"
"Clark, Ezra, House",Dutchess,02/21/1985,90NR00308,-73.5177,41.9208755912,"(41.92087559120, -73.51770000000)"
Crowther House,Suffolk,03/21/1985,90NR01942,-72.6336,40.8046249538,"(40.80462495380, -72.63360000000)"
Greenville Presbyterian Church Complex,Greene,03/28/1985,90NR00541,-74.0226,42.4162545881,"(42.41625458810, -74.02260000000)"
Sparkill Creek Drawbridge,Rockland,03/28/1985,90NR02421,-73.916,41.0374794862,"(41.03747948620, -73.91600000000)"
Blauvelt House,Rockland,03/28/1985,90NR02398,-73.9875,41.171175818,"(41.17117581800, -73.98750000000)"
United Charities Building Complex,New York,03/28/1985,90NR00647,-73.9862,40.7394784588,"(40.73947845880, -73.98620000000)"
"MaGee, Merrill, House",Warren,04/11/1985,90NR02742,-73.7768,43.4959384858,"(43.49593848580, -73.77680000000)"
Central Fire Station,Schenectady,04/11/1985,90NR02665,-73.9462,42.8135389434,"(42.81353894340, -73.94620000000)"
"Sidewalk Clock at 200 5th Avenue, Manhattan",New York,04/18/1985,90NR00668,-73.9893,40.7420037288,"(40.74200372880, -73.98930000000)"
"Sidewalk Clock at 519 3rd Avenue, Manhattan",New York,04/18/1985,90NR00666,-73.9777,40.7461863211,"(40.74618632110, -73.97770000000)"
"Sidewalk Clock at 522 5th Avenue, Manhattan",New York,04/18/1985,90NR00669,-73.9802,40.7546797368,"(40.75467973680, -73.98020000000)"
"Sidewalk Clock at 783 5th Avenue, Manhattan",New York,04/18/1985,90NR00670,-73.9728,40.7645112239,"(40.76451122390, -73.97280000000)"
"Sidewalk Clock at 161-11 Jamaica Avenue, New York",Queens,04/18/1985,90NR01570,-73.7979,40.7040962673,"(40.70409626730, -73.79790000000)"
Bell Place-Locust Avenue Historic District,Westchester,08/29/1985,90NR02472,-73.8968,40.9361098494,"(40.93610984940, -73.89680000000)"
"Denton, George W., House",Nassau,08/29/1985,90NR01700,-73.6549,40.8045527436,"(40.80455274360, -73.65490000000)"
Livingston Memorial Church and Burial Ground,Columbia,09/12/1985,90NR00238,-73.8469,42.171158858,"(42.17115885800, -73.84690000000)"
Public Bath No. 7,Kings,09/12/1985,90NR01306,-73.983,40.6768091892,"(40.67680918920, -73.98300000000)"
Lefferts-Laidlaw House,Kings,09/12/1985,90NR01305,-73.9693,40.6938566471,"(40.69385664710, -73.96930000000)"
"Copcutt, John, Mansion",Westchester,09/12/1985,90NR02473,-73.8921,40.9358182129,"(40.93581821290, -73.89210000000)"
Minton's Playhouse,New York,09/18/1985,90NR00851,-73.9524,40.8046456304,"(40.80464563040, -73.95240000000)"
Sands-Willets Homestead,Nassau,09/19/1985,90NR01729,-73.6804,40.8156765601,"(40.81567656010, -73.68040000000)"
"Baylis, M., House",Suffolk,09/26/1985,90NR01800,-73.4167,40.7901088128,"(40.79010881280, -73.41670000000)"
Beaux Arts Park Historic District,Suffolk,09/26/1985,90NR01905,-73.4084,40.9007089511,"(40.90070895110, -73.40840000000)"
Bethel AME Church and Manse,Suffolk,09/26/1985,90NR01801,-73.418,40.8785650921,"(40.87856509210, -73.41800000000)"
Bowes House,Suffolk,09/26/1985,90NR01906,-73.4239,40.9006455526,"(40.90064555260, -73.42390000000)"
"Buffet, Eliphas, House",Suffolk,09/26/1985,90NR01803,-73.4435,40.8378565461,"(40.83785654610, -73.44350000000)"
"Buffett, Joseph, House",Suffolk,09/26/1985,90NR01804,-73.4448,40.8380542954,"(40.83805429540, -73.44480000000)"
"Bumpstead, John, House",Suffolk,09/26/1985,90NR01805,-73.45,40.845870559,"(40.84587055900, -73.45000000000)"
"Burr, Carll S., Mansion",Suffolk,09/26/1985,90NR01806,-73.2959,40.851425271,"(40.85142527100, -73.29590000000)"
"Burr, Carll, Jr., House",Suffolk,09/26/1985,90NR01807,-73.3014,40.8514157213,"(40.85141572130, -73.30140000000)"
Carll House,Suffolk,09/26/1985,90NR01808,-73.4278,40.8739479773,"(40.87394797730, -73.42780000000)"
"Carll, Ezra, Homestead",Suffolk,09/26/1985,90NR01810,-73.3961,40.8278383092,"(40.82783830920, -73.39610000000)"
Chichester's Inn,Suffolk,09/26/1985,90NR01811,-73.4247,40.8199457854,"(40.81994578540, -73.42470000000)"
"Conklin, David, House",Suffolk,09/26/1985,90NR01814,-73.4258,40.8678018637,"(40.86780186370, -73.42580000000)"
Delamater-Bevin Mansion,Suffolk,09/26/1985,90NR01899,-73.3781,40.9347803313,"(40.93478033130, -73.37810000000)"
"Donnell, Harry E., House",Suffolk,09/26/1985,90NR01815,-73.3887,40.9340280624,"(40.93402806240, -73.38870000000)"
Dowden Tannery,Suffolk,09/26/1985,90NR01816,-73.4489,40.8380185485,"(40.83801854850, -73.44890000000)"
"Everit, John, House",Suffolk,09/26/1985,90NR01818,-73.4211,40.7926019326,"(40.79260193260, -73.42110000000)"
"Felix, N. J., House",Suffolk,09/26/1985,90NR01900,-73.3626,40.9276251849,"(40.92762518490, -73.36260000000)"
Gilsey Mansion,Suffolk,09/26/1985,90NR01819,-73.4347,40.8943974907,"(40.89439749070, -73.43470000000)"
"Green, John, House",Suffolk,09/26/1985,90NR01908,-73.4254,40.8985038201,"(40.89850382010, -73.42540000000)"
Hewlett House,Suffolk,09/26/1985,90NR01826,-73.4529,40.8370820616,"(40.83708206160, -73.45290000000)"
"Park Avenue, House at 244",Suffolk,09/26/1985,90NR01835,-73.4123,40.8741178718,"(40.87411787180, -73.41230000000)"
"Bay Avenue, House at 200",Suffolk,09/26/1985,90NR01903,-73.4194,40.9002236943,"(40.90022369430, -73.41940000000)"
Jarvis-Fleet House,Suffolk,09/26/1985,90NR01829,-73.3915,40.8996578523,"(40.89965785230, -73.39150000000)"
"Smith, Henry, Farmstead",Suffolk,09/26/1985,90NR01846,-73.3796,40.8510290209,"(40.85102902090, -73.37960000000)"
"Smith, Jacob, House",Suffolk,09/26/1985,90NR01847,-73.4372,40.8129093379,"(40.81290933790, -73.43720000000)"
Sweet Hollow Presbyterian Church Parsonage,Suffolk,09/26/1985,90NR01848,-73.4177,40.7926448849,"(40.79264488490, -73.41770000000)"
Titus--Bunce House,Suffolk,09/26/1985,90NR01849,-73.4511,40.8744672805,"(40.87446728050, -73.45110000000)"
"Van Iderstine, Charles, Mansion",Suffolk,09/26/1985,90NR01851,-73.3629,40.9038494192,"(40.90384941920, -73.36290000000)"
"Velzer, N., House and Caretaker's Cottage",Suffolk,09/26/1985,90NR01853,-73.3625,40.8861883208,"(40.88618832080, -73.36250000000)"
"Weeks, Charles M., House",Suffolk,09/26/1985,90NR01854,-73.4184,40.8796330447,"(40.87963304470, -73.41840000000)"
"Whitman, Walt, House",Suffolk,09/26/1985,90NR01857,-73.4119,40.817247189,"(40.81724718900, -73.41190000000)"
Whitman-Place House,Suffolk,09/26/1985,90NR01858,-73.4186,40.819861442,"(40.81986144200, -73.41860000000)"
Wiggins-Rolph House,Suffolk,09/26/1985,90NR01859,-73.4095,40.8720381729,"(40.87203817290, -73.40950000000)"
"Wood, John, House",Suffolk,09/26/1985,90NR01862,-73.4242,40.8529977231,"(40.85299772310, -73.42420000000)"
"Wood, William Wooden, House",Suffolk,09/26/1985,90NR01863,-73.4256,40.889048588,"(40.88904858800, -73.42560000000)"
"Woodhull, Charles, House",Suffolk,09/26/1985,90NR01864,-73.4179,40.8745270392,"(40.87452703920, -73.41790000000)"
West Neck Road Historic District,Suffolk,09/26/1985,90NR01855,-73.4329,40.8734494103,"(40.87344941030, -73.43290000000)"
Prime House,Suffolk,09/26/1985,90NR01837,-73.4223,40.8745796219,"(40.87457962190, -73.42230000000)"
Prime-Octagon House,Suffolk,09/26/1985,90NR01838,-73.4224,40.8748200306,"(40.87482003060, -73.42240000000)"
Rogers House,Suffolk,09/26/1985,90NR01840,-73.4168,40.8677613556,"(40.86776135560, -73.41680000000)"
"Rogers, John, House",Suffolk,09/26/1985,90NR01841,-73.3467,40.7884962482,"(40.78849624820, -73.34670000000)"
"Smith, Daniel, House",Suffolk,09/26/1985,90NR01845,-73.4249,40.8872378846,"(40.88723788460, -73.42490000000)"
"Kane, John P., Mansion",Suffolk,09/26/1985,90NR01909,-73.4203,40.8984340168,"(40.89843401680, -73.42030000000)"
"Ketchum, B., House",Suffolk,09/26/1985,90NR01927,-73.2971,40.8993836647,"(40.89938366470, -73.29710000000)"
"Losee, Isaac, House",Suffolk,09/26/1985,90NR01830,-73.4179,40.8794403784,"(40.87944037840, -73.41790000000)"
Main Street Historic District (Cold Spring Harbor),Suffolk,09/26/1985,90NR01831,-73.4548,40.8721754515,"(40.87217545150, -73.45480000000)"
"O'Donohue, C. A., House",Suffolk,09/26/1985,90NR01832,-73.4236,40.8998302282,"(40.89983022820, -73.42360000000)"
Old Town Hall Historic District,Suffolk,09/26/1985,90NR01834,-73.4235,40.8718836291,"(40.87188362910, -73.42350000000)"
"Byrne, Senator William T., House",Albany,10/03/1985,90NR01678,-73.7548,42.7098257104,"(42.70982571040, -73.75480000000)"
"Cramer, Frederick, House",Albany,10/03/1985,90NR02768,-73.7698,42.6974568259,"(42.69745682590, -73.76980000000)"
"Dunsbach, Martin, House",Albany,10/03/1985,90NR02769,-73.7569,42.7848830633,"(42.78488306330, -73.75690000000)"
